budget,id,runtime,vote_average,vote_count
0,35161,91.0,5.7,9
7000000,35796,101.0,7.3,32
40000000,18937,86.0,6.9,193
130000000,929,139.0,5.3,1075
30000000,9452,108.0,6.3,66
18500000,1878,118.0,7.2,1321
5000000,9844,105.0,5.9,56
0,40505,93.0,5.4,8
0,14342,90.0,5.5,57
0,9715,114.0,5.8,82
0,26610,96.0,6.6,55
0,20064,99.0,7.4,3
0,40961,93.0,5.9,14
60000000,1965,107.0,6.3,320
0,312,109.0,6.5,12
70000000,6068,98.0,5.6,343
10000000,15037,100.0,6.1,122
0,50043,108.0,5.9,10
0,37636,101.0,6.3,32
0,17044,111.0,7.0,3
0,60951,91.0,5.8,5
180000,21334,89.0,7.8,113
0,416437,82.0,0.0,0
0,32284,90.0,6.1,12
0,51955,92.0,0.0,0
0,37410,137.0,6.9,29
0,47481,90.0,4.0,3
0,53765,105.0,6.1,10
90000000,10674,88.0,7.6,2089
0,136134,102.0,7.0,2
66000000,846,121.0,6.6,494
0,12655,97.0,6.5,2
71000000,3050,85.0,5.4,705
48000000,1389,123.0,6.5,338
0,11020,115.0,7.1,156
0,20862,89.0,6.7,25
0,108548,95.0,6.0,5
1500000,9464,110.0,7.2,172
140000000,95,151.0,6.5,2540
140000000,944,127.0,6.3,782
0,35680,89.0,5.1,46
40000000,11551,110.0,6.2,522
60000,473,84.0,7.1,600
0,102304,112.0,8.3,2
23000000,544,119.0,6.5,1616
60000,10513,79.0,4.4,137
2000000,28966,141.0,7.0,59
379000,65203,100.0,5.0,20
1250000,143,133.0,7.5,166
0,42861,123.0,5.1,22
700000,33680,112.0,6.5,67
1180280,56164,110.0,4.6,17
1950000,12311,132.0,7.1,72
0,43277,176.0,6.2,19
0,43278,116.0,6.6,19
1644736,34106,126.0,7.2,79
1250000,43266,118.0,6.9,76
1344000,27367,134.0,6.7,47
0,17661,130.0,6.9,37
1250000,28580,101.0,7.4,115
2100000,887,172.0,7.6,148
2000000,33667,118.0,6.8,48
750000,23383,155.0,7.1,48
0,25430,109.0,6.3,51
4000000,27191,152.0,6.6,51
1650000,11426,118.0,7.2,137
910000,654,108.0,8.0,368
343000,15919,90.0,7.2,75
6000000,1725,152.0,7.0,399
1000000,5769,128.0,6.1,40
3900000,874,120.0,7.5,90
2000000,10633,109.0,7.5,207
10000000,17917,153.0,7.0,106
3600000,3116,113.0,7.4,307
1800000,1051,104.0,7.4,435
1000000,1366,119.0,7.5,1843
8000000,12102,105.0,7.4,483
6000000,16619,124.0,7.4,147
5500000,9443,123.0,6.9,213
8000000,11050,132.0,6.9,178
31000000,606,161.0,7.0,290
23000000,746,163.0,7.4,362
25000000,380,133.0,7.6,1762
7500000,403,99.0,7.0,358
1500000,11485,85.0,7.0,177
2500000,466,114.0,6.5,88
1500000,13820,92.0,6.7,146
225000,15389,98.0,7.0,39
25000000,13597,101.0,7.1,618
1000000,2108,97.0,7.8,2189
3000000,10014,87.0,5.7,367
5000000,10072,96.0,6.5,363
7000000,10131,99.0,5.8,287
8000000,10160,89.0,5.5,251
11000000,11284,89.0,5.1,280
550000,4488,95.0,6.4,622
1250000,9725,87.0,6.0,321
4000000,9728,95.0,5.7,257
2600000,9730,91.0,5.9,241
2200000,9731,92.0,5.1,200
3000000,10225,86.0,5.7,219
2800000,10281,88.0,5.3,196
5000000,10283,100.0,4.8,194
300000,948,91.0,7.4,1066
2500000,11281,92.0,6.4,370
2500000,10676,98.0,5.0,232
5000000,11357,88.0,5.9,212
5000000,11361,96.0,5.3,187
1000000,36599,92.0,6.0,85
0,39929,97.0,6.0,35
0,41828,97.0,5.1,15
0,41769,92.0,4.4,15
9000000,10585,87.0,6.3,605
13000000,11186,84.0,5.8,323
13000000,11187,90.0,5.5,274
10700000,609,114.0,7.1,811
19000000,11133,91.0,5.8,172
10500000,10306,98.0,4.6,127
8000000,9552,122.0,7.5,2046
14000000,11586,118.0,4.5,137
0,11587,110.0,6.1,135
15000000,941,110.0,7.0,1367
25000000,942,114.0,6.7,1066
35000000,943,118.0,6.4,824
11000000,927,106.0,6.9,1629
50000000,928,106.0,6.3,664
19000000,9340,114.0,7.4,1563
95000000,9342,136.0,6.3,1211
0,38509,105.0,5.4,18
0,60033,100.0,0.0,0
0,12101,97.0,6.8,305
92620000,19,153.0,8.0,666
40000000,165,108.0,7.4,3926
40000000,196,118.0,7.1,2978
5000000,551,117.0,7.3,274
0,16084,95.0,6.3,64
0,17984,96.0,6.7,41
0,22328,88.0,6.3,18
0,32611,106.0,5.8,18
858000,3170,70.0,6.8,1450
2000000,346,207.0,8.2,892
14000000,859,119.0,7.1,267
40000000,841,137.0,6.5,576
7000000,11051,164.0,7.0,206
54000000,242,162.0,7.1,1589
1227401,1411,100.0,6.4,15
62000000,9769,137.0,7.0,288
15000000,9424,84.0,5.5,104
10000000,9835,84.0,5.4,52
70000000,857,169.0,7.9,5148
0,17539,92.0,5.2,11
0,44322,90.0,8.3,3
0,22777,89.0,5.7,13
0,20173,96.0,5.2,10
25000000,10957,80.0,6.5,228
20000000,9570,98.0,6.1,132
0,16249,106.0,6.9,42
13000000,13962,93.0,5.1,87
0,14612,101.0,7.0,28
0,19378,104.0,5.6,27
5000000,65157,83.0,5.9,10
0,29228,91.0,5.8,28
0,19379,90.0,5.6,37
0,11164,106.0,5.8,135
0,18887,93.0,6.7,35
0,40866,96.0,6.3,6
0,24736,100.0,6.3,15
0,10122,90.0,6.9,227
0,24816,85.0,5.8,23
14000000,9994,74.0,6.9,334
0,25445,172.0,5.8,8
0,12129,110.0,5.3,48
0,14140,105.0,5.9,65
28000000,10439,96.0,6.5,491
40000000,11158,89.0,4.8,272
32000000,9354,93.0,6.1,756
0,28736,90.0,5.7,11
0,34774,98.0,6.2,20
0,37969,80.0,6.3,22
50000000,9631,140.0,6.8,593
0,9820,127.0,6.8,768
0,14013,103.0,5.9,150
0,36606,97.0,7.0,19
0,96196,115.0,6.8,8
0,98505,91.0,4.7,3
160000,1779,91.0,7.4,92
15000000,10849,82.0,7.3,206
0,678,97.0,7.6,111
11000000,907,197.0,7.4,252
0,5961,188.0,7.3,138
0,47908,108.0,7.3,12
0,42121,92.0,6.1,22
0,2887,140.0,5.8,24
18000000,11974,101.0,6.6,312
0,20348,91.0,6.6,39
0,26648,118.0,6.6,53
144,11911,144.0,7.1,33
6000000,793,120.0,7.7,758
0,35144,101.0,6.4,27
4000000,9325,78.0,7.1,1791
0,43037,97.0,6.4,6
0,10340,76.0,6.9,1241
40000000,10144,83.0,7.2,1921
10000000,10414,101.0,6.4,203
0,10437,85.0,7.2,217
15000000,15300,121.0,6.2,66
4000000,12230,79.0,6.8,1643
0,13380,88.0,5.7,15
4000000,10693,77.0,7.0,1380
20000000,11335,114.0,5.3,157
37931000,11135,77.0,6.6,303
1200000,11319,78.0,6.7,609
0,14822,95.0,5.6,38
0,15969,69.0,5.7,447
25000000,13155,109.0,6.6,122
42000000,10249,108.0,6.3,265
0,15943,91.0,5.4,15
6000000,10882,75.0,6.8,1332
19000000,24808,95.0,6.6,38
0,19762,100.0,6.7,16
0,13850,91.0,6.9,69
8000000,2619,111.0,6.1,328
0,65158,102.0,6.1,7
4986,53565,8.0,7.4,76
32000000,41841,98.0,6.6,15
0,27332,103.0,5.9,9
17000000,97,96.0,6.6,717
0,10419,112.0,6.7,63
17000000,11675,86.0,5.7,306
0,2107,95.0,6.4,88
0,6471,94.0,7.0,272
0,9442,89.0,6.5,104
10100000,11591,93.0,6.2,131
0,13697,134.0,6.8,51
10500000,19158,89.0,4.5,52
10000000,227,91.0,6.9,293
28000000,87,118.0,7.1,2841
4000000,123,132.0,6.1,187
0,9314,113.0,6.8,311
10000000,11336,103.0,6.9,320
10000000,9980,97.0,5.5,170
0,10657,120.0,5.9,136
5000000,10489,91.0,5.7,194
800000,10823,93.0,5.6,243
13800000,11497,89.0,6.3,244
30000000,2907,99.0,6.7,871
26000000,9454,121.0,6.8,408
73000000,8688,98.0,5.8,331
300000,118452,94.0,3.0,1
0,16155,88.0,6.3,17
0,48894,108.0,6.5,3
7200000,23954,104.0,6.7,58
0,12761,90.0,7.8,83
7500000,396,131.0,7.8,199
0,14367,102.0,6.6,169
0,11814,94.0,6.4,375
18000000,16081,152.0,6.0,42
0,18331,107.0,6.6,90
0,15171,94.0,6.2,100
1000000,11837,88.0,7.3,159
7000000,11704,82.0,7.5,186
15000000,11639,93.0,7.3,233
9000000,4978,80.0,6.6,344
0,10380,75.0,6.2,180
25000000,11976,94.0,6.2,282
6500000,15144,93.0,6.9,455
0,11522,96.0,6.6,313
0,11557,110.0,6.0,133
15000000,13853,98.0,4.7,28
3000000,11415,93.0,5.8,144
0,37530,88.0,5.0,66
5000000,8393,109.0,7.1,251
0,11937,98.0,6.5,91
0,21661,90.0,4.6,41
60000000,9320,89.0,4.4,205
20000000,33644,124.0,6.0,24
5000000,14662,91.0,6.5,45
0,125124,101.0,0.0,0
0,115872,100.0,5.3,3
0,39930,84.0,5.8,5
111000,10692,83.0,6.8,142
3200000,805,136.0,7.5,892
27000000,34584,102.0,7.0,1031
32000000,34636,89.0,5.5,193
90000,2182,87.0,4.7,74
0,28070,83.0,3.5,21
5000000,77469,100.0,5.9,17
0,10278,109.0,6.5,40
45000000,36647,120.0,6.5,1950
0,17915,126.0,5.6,24
0,14557,96.0,5.6,49
0,9417,87.0,5.7,91
0,41469,96.0,6.0,21
0,19381,97.0,6.4,23
0,34637,90.0,6.3,20
15000000,4011,92.0,7.1,1475
0,161795,117.0,8.0,1
1500000,1580,80.0,7.8,539
2000000,5854,121.0,6.7,86
3500000,573,116.0,7.2,162
4000000,2370,143.0,6.1,78
3000000,5780,128.0,6.4,120
2135161,506,130.0,7.2,233
1200000,22527,105.0,6.9,105
2500000,574,120.0,7.3,276
1200000,11219,99.0,6.9,152
0,30159,95.0,7.0,82
1200000,845,101.0,7.6,379
0,1978,110.0,6.8,61
13000000,3682,106.0,5.5,138
250,51942,72.0,7.5,12
0,46702,116.0,6.4,12
0,54795,101.0,6.3,3
0,46748,52.0,7.4,7
35000000,847,126.0,6.9,484
25000000,117,119.0,7.6,1424
0,14577,82.0,6.5,66
33000000,37498,91.0,4.7,65
0,38621,103.0,7.0,15
0,59138,75.0,8.5,2
0,28047,107.0,5.2,14
0,4175,108.0,6.1,27
4258000,31667,125.0,6.3,42
1590000,13321,96.0,7.3,112
0,21734,108.0,7.5,219
0,31997,108.0,6.8,91
0,24197,95.0,5.7,36
1103000,11462,99.0,7.1,140
0,31995,108.0,5.6,43
0,940,96.0,7.5,183
0,2762,83.0,6.8,42
0,12684,76.0,6.7,60
0,2761,86.0,6.7,36
0,8208,75.0,6.4,73
0,52907,81.0,4.8,11
0,15007,63.0,5.3,19
0,36049,83.0,5.5,16
0,52748,77.0,4.9,15
0,75793,86.0,3.8,2
0,47695,85.0,5.1,11
0,31930,104.0,6.3,19
0,20213,100.0,5.4,13
0,543,84.0,6.8,45
0,36054,93.0,5.6,13
0,143750,18.0,10.0,1
0,52782,110.0,6.3,11
0,36055,79.0,5.4,15
0,36056,116.0,6.1,16
12000,2760,99.0,7.2,49
0,64398,75.0,5.7,10
12000000,10220,121.0,6.9,451
250000,431,90.0,6.9,1101
0,31641,98.0,6.5,10
0,223318,82.0,0.0,0
0,69848,121.0,9.3,2
20000000,22796,114.0,6.5,52
25000000,22256,117.0,6.4,20
0,37550,116.0,8.8,10
0,37916,116.0,7.4,36
0,21873,96.0,6.2,31
0,21500,98.0,5.8,38
0,84116,97.0,5.8,7
20000000,12626,133.0,6.8,101
0,37818,108.0,4.3,4
28000000,3525,114.0,6.5,242
0,129628,94.0,5.3,2
10000000,2321,104.0,5.8,67
0,2028,100.0,7.2,244
0,16384,97.0,6.0,72
0,91217,115.0,6.6,10
0,77314,,0.0,0
42000000,10699,117.0,6.3,100
0,11597,118.0,5.0,173
0,218624,90.0,0.0,0
0,47947,96.0,5.2,13
800000,48311,85.0,5.1,8
0,44772,102.0,5.4,13
0,14347,100.0,5.9,49
0,41090,109.0,5.9,15
0,18282,89.0,6.4,54
0,18169,113.0,5.6,51
0,11082,97.0,5.9,79
20000000,5971,106.0,5.6,106
40000000,11933,94.0,5.0,88
0,20096,107.0,5.6,35
8000000,30815,104.0,5.3,43
40000000,881,138.0,7.1,899
38000000,4478,117.0,5.8,300
0,22318,88.0,6.0,32
0,53113,127.0,6.2,27
33000000,2109,98.0,6.8,1254
0,122289,94.0,6.0,2
2000000,24746,91.0,5.8,36
0,72987,127.0,7.0,5
0,193103,94.0,0.0,0
55000000,8195,122.0,6.8,670
14000000,9877,99.0,5.6,293
0,26618,104.0,6.3,39
0,21132,93.0,6.3,8
0,11855,87.0,6.0,52
25000000,24016,138.0,6.4,51
0,14785,119.0,7.1,11
0,14794,111.0,7.2,80
0,3486,108.0,4.4,12
23000000,11071,94.0,6.8,111
15000000,1091,109.0,7.8,1629
8000000,10403,124.0,6.9,169
10000000,11337,89.0,6.9,96
20000000,162,105.0,7.5,3731
12000000,25723,87.0,5.8,24
0,73351,89.0,6.6,4
60000000,8916,83.0,6.0,1320
0,28134,101.0,6.0,18
17000000,9429,81.0,5.9,202
85000000,12159,113.0,6.8,596
1100000,27791,86.0,4.7,36
0,43106,84.0,7.2,7
947000,30197,88.0,7.3,177
11000000,10156,92.0,6.5,205
11000000,10377,120.0,7.3,393
2200000,3121,159.0,7.2,79
0,4975,90.0,6.7,19
1,37532,100.0,6.7,7
60000000,9713,114.0,4.9,113
0,134368,90.0,3.0,3
0,85837,106.0,6.0,10
0,1039,95.0,6.6,7
0,9821,100.0,7.1,51
28000000,4437,116.0,6.6,290
0,1890,119.0,6.9,72
5000000,1955,124.0,7.9,740
0,39437,172.0,5.9,26
25000000,11932,89.0,5.5,366
75000000,6435,104.0,6.3,348
0,108316,92.0,3.3,3
3000000,10683,139.0,7.4,197
0,63709,100.0,7.5,3
14000000,9445,107.0,6.2,168
0,2657,124.0,7.1,498
75000000,9425,99.0,6.1,226
0,32326,76.0,7.8,8
20000000,637,116.0,8.3,3643
1000000,8675,94.0,6.2,116
0,125762,103.0,0.0,0
3500000,20701,93.0,5.8,92
20000000,9945,108.0,5.8,262
20000000,73,119.0,8.2,3120
0,18603,98.0,8.7,6
12000000,46889,100.0,5.4,12
0,12888,96.0,6.1,42
10000000,3033,105.0,6.8,82
70000000,9882,116.0,6.1,361
23000000,10663,90.0,5.9,521
30000000,4518,124.0,7.2,346
0,1808,119.0,6.9,119
65000000,3600,100.0,5.1,381
30000000,17037,86.0,5.2,65
90000000,297,178.0,6.9,1174
0,5332,96.0,6.0,10
0,21589,92.0,6.4,8
0,8336,98.0,6.0,3
9000000,11893,111.0,7.0,129
0,123056,105.0,4.9,8
0,12223,117.0,6.7,79
0,32081,121.0,6.4,40
4000000,14924,111.0,7.0,106
0,10002,104.0,6.7,62
0,41817,100.0,5.1,25
0,19426,110.0,7.9,122
0,12560,105.0,6.8,124
90000000,9798,132.0,6.7,1266
30000000,14444,79.0,5.8,149
120000000,9487,95.0,6.8,2379
0,9466,113.0,6.0,113
2900000,666,113.0,7.6,132
10000000,2042,99.0,7.1,29
0,10162,91.0,7.4,58
1300000,309,105.0,7.7,213
12000,692,93.0,6.2,111
0,24018,71.0,4.6,32
1000000,1678,96.0,6.9,194
2000000,39256,87.0,6.7,34
0,1680,98.0,6.0,48
672000,244,100.0,7.7,346
23000000,10730,134.0,5.9,179
10000000,31947,105.0,4.6,29
5000000,8130,104.0,6.0,99
0,11532,114.0,7.0,64
8000000,9749,98.0,6.8,210
8045760,14628,95.0,5.8,98
17900000,9626,89.0,5.0,211
0,13698,111.0,6.2,47
10000000,10466,91.0,6.2,288
30000000,707,131.0,6.0,515
25000000,11954,116.0,6.2,136
4500000,9336,96.0,6.5,614
0,10157,87.0,5.6,349
0,12118,83.0,5.5,259
0,10587,88.0,4.9,261
0,11825,90.0,4.7,195
0,11895,84.0,4.7,183
90000000,9447,92.0,5.3,312
15000000,12257,93.0,4.8,32
3500000,37536,90.0,3.8,13
30000000,10029,100.0,6.2,182
0,27104,94.0,6.4,24
60000000,11252,105.0,4.8,233
0,8545,97.0,6.6,62
0,10223,121.0,6.9,191
27000000,9745,101.0,5.5,254
70000000,200,103.0,6.3,402
70000000,9837,99.0,6.9,847
9000000,11545,93.0,7.5,688
25000000,1934,122.0,6.8,831
0,110643,99.0,7.5,3
0,11881,96.0,7.4,139
50000000,13764,108.0,6.1,58
0,24951,99.0,5.7,17
0,8879,115.0,7.0,255
44000000,1369,96.0,6.3,884
15000000,1368,93.0,7.2,1523
63000000,1370,102.0,5.7,703
25000000,10303,106.0,6.0,289
10000000,9326,106.0,6.6,477
0,10328,117.0,6.5,329
17500000,11285,116.0,5.4,103
7000000,1367,119.0,6.9,948
17000000,1371,99.0,6.6,894
31000000,1374,91.0,6.6,984
42000000,1375,104.0,5.3,688
15000000,15196,94.0,7.1,377
18000000,11904,109.0,6.7,172
0,215875,88.0,2.5,2
0,15596,96.0,6.4,113
0,13818,108.0,5.9,48
0,29968,118.0,6.1,30
0,44326,89.0,6.0,13
8000000,1885,126.0,6.9,913
113,8856,113.0,5.9,457
0,10495,112.0,5.5,311
27000000,5825,97.0,7.1,668
65000000,9489,119.0,6.3,859
0,16885,124.0,6.5,24
0,76857,101.0,6.0,7
52000000,8741,170.0,7.2,793
15000000,9276,104.0,6.2,500
90000000,9822,114.0,5.9,208
94,39314,94.0,6.7,25
50000000,10312,115.0,7.0,863
0,9441,124.0,6.9,286
70000000,9422,115.0,6.1,113
0,125582,112.0,6.4,5
0,24525,122.0,5.6,22
12000000,10368,117.0,5.8,32
0,11365,118.0,6.7,62
0,140897,100.0,6.0,2
6000000,31662,114.0,5.8,56
0,36136,101.0,6.4,38
0,1363,114.0,4.7,9
0,46992,121.0,6.5,23
20000000,825,121.0,6.6,49
0,22913,96.0,6.3,10
0,15556,128.0,5.9,49
0,28902,100.0,5.4,45
0,14709,106.0,6.0,126
75000000,9423,99.0,5.0,151
0,14443,100.0,3.0,20
37000000,10658,110.0,5.1,227
2500000,6917,85.0,5.9,107
0,40729,93.0,5.3,16
0,24086,114.0,6.0,36
700000,11815,94.0,6.9,129
15000000,9426,96.0,7.1,1038
0,10344,105.0,5.2,159
0,15698,107.0,6.4,58
12000000,2620,88.0,5.3,46
85000,30497,83.0,7.1,617
4700000,16337,101.0,5.8,142
0,25018,81.0,5.1,75
600000,16780,95.0,3.9,96
0,12151,93.0,6.7,104
0,25438,98.0,5.6,40
0,33278,91.0,5.9,57
0,274253,103.0,5.0,1
20000000,192,130.0,7.2,739
0,10945,100.0,5.9,86
18000000,10013,103.0,5.9,138
5000000,9671,97.0,6.3,512
0,9396,110.0,5.5,310
0,11038,104.0,5.7,41
0,12278,104.0,5.4,42
13800000,11873,119.0,6.7,297
0,18588,110.0,5.8,23
15000000,10015,130.0,6.5,270
0,12715,104.0,5.0,48
25000000,8388,102.0,6.3,287
30000000,45712,108.0,5.5,13
0,6187,97.0,4.7,5
0,8129,105.0,7.1,29
0,1618,92.0,7.1,35
0,10722,103.0,6.9,106
0,296543,0.0,5.0,1
10000000,10314,95.0,5.7,425
0,125548,93.0,2.0,1
7300,47139,87.0,6.0,3
150000,11167,101.0,7.6,148
0,170187,0.0,0.0,0
90000000,2112,100.0,6.7,557
6000000,16172,95.0,5.5,52
0,111794,87.0,3.7,3
0,9524,126.0,6.7,13
0,20595,87.0,7.7,10
0,16306,72.0,7.6,140
35000000,11622,112.0,6.3,247
80000000,10207,131.0,5.9,198
65000000,9849,94.0,5.1,81
0,82865,85.0,8.0,1
3000000,18892,87.0,5.9,93
0,13466,108.0,7.4,259
10000000,1542,89.0,7.4,1068
0,43978,86.0,7.3,14
6000000,15256,101.0,6.1,44
40000000,8224,123.0,6.1,479
35000000,18417,130.0,6.0,35
12000000,12479,110.0,5.2,28
0,15031,86.0,5.2,3
0,15209,92.0,6.0,11
12000000,26425,115.0,5.8,8
0,1847,113.0,7.3,112
0,42113,130.0,7.1,32
11500000,8913,103.0,6.4,417
8000000,10906,100.0,5.0,107
900000,25748,92.0,4.5,50
0,25749,92.0,4.7,50
0,8769,110.0,6.5,392
0,14742,106.0,5.9,46
200000,15856,75.0,6.9,102
10000000,10671,137.0,6.2,89
3000000,27932,107.0,5.5,79
6000000,7227,114.0,5.8,69
0,10670,119.0,5.4,33
14000000,5919,159.0,7.1,230
1500000,33518,91.0,5.6,63
0,40160,107.0,5.1,37
0,2362,88.0,6.7,345
9000000,10803,119.0,6.6,272
5800000,871,112.0,7.5,958
3000000,1685,95.0,6.2,370
1700000,1705,93.0,5.5,220
1700000,1688,88.0,6.1,243
2500000,1687,98.0,6.3,270
6500000,166680,94.0,3.2,10
7000000,11123,123.0,5.6,76
14000000,29723,123.0,4.7,45
0,31638,114.0,5.3,28
0,113286,98.0,7.0,1
80000000,9535,103.0,6.4,512
25000000,9455,110.0,6.1,60
10500000,796,97.0,6.6,848
1350000,100,105.0,7.5,1671
0,47501,97.0,6.1,6
0,77936,110.0,5.7,7
0,84586,110.0,3.7,3
38000000,30943,106.0,6.0,58
0,107946,96.0,0.0,0
21000000,7341,104.0,5.1,79
30000000,10350,100.0,4.0,75
0,11772,112.0,7.2,153
13000000,9540,115.0,7.0,176
0,31503,85.0,5.4,22
200000,11773,77.0,7.1,92
0,30202,90.0,5.9,24
12000000,22345,97.0,3.3,75
0,53685,94.0,1.5,2
0,1567,93.0,7.5,99
75000000,1641,105.0,5.1,141
25000000,47288,87.0,5.0,23
12000000,10212,100.0,6.8,144
0,10354,127.0,6.3,146
0,11526,110.0,5.4,10
0,8583,111.0,6.9,59
0,123728,118.0,6.0,1
4550000,16520,133.0,7.3,103
0,16508,77.0,5.4,22
80000000,11374,122.0,5.7,168
50000000,16379,92.0,4.1,37
0,125123,93.0,4.5,2
14000000,28029,107.0,6.2,21
63000000,603,136.0,7.9,9079
16000000,4951,97.0,7.3,1768
0,65749,115.0,6.8,6
75000000,8970,90.0,5.1,46
500000,9840,113.0,6.9,18
0,186705,105.0,6.0,1
0,30950,105.0,6.1,8
250000,70687,90.0,4.8,3
6000,11660,69.0,7.2,363
6500000,9430,98.0,7.0,198
25000000,11355,107.0,5.8,378
10000000,18764,89.0,6.2,72
10000000,9465,118.0,6.2,35
0,27455,84.0,6.3,3
0,1414,112.0,7.1,54
20000000,49981,102.0,5.8,11
80000000,6522,108.0,6.4,179
0,114719,103.0,5.5,6
12000000,10209,98.0,6.2,23
0,25512,93.0,4.5,3
0,143299,0.0,6.0,1
0,22826,112.0,6.8,126
2900000,1902,117.0,7.4,211
0,445590,52.0,0.0,0
0,6396,97.0,7.3,93
1,39964,95.0,4.9,26
33000000,12596,124.0,5.7,117
0,9451,99.0,6.7,275
15000000,1946,97.0,6.7,487
0,89522,84.0,5.0,2
0,42230,90.0,4.8,12
0,139445,85.0,7.0,1
0,74140,75.0,0.0,0
66000000,1844,112.0,6.0,613
25000000,6552,92.0,6.1,183
0,24584,108.0,6.6,45
0,213985,105.0,6.1,5
0,25471,91.0,7.8,12
0,4154,105.0,6.8,7
0,28519,104.0,6.4,22
1453000,3309,111.0,7.4,81
3000000,18462,95.0,6.1,94
800000,28941,77.0,5.5,58
0,18252,94.0,6.1,41
47000000,8592,103.0,5.9,258
80000000,564,124.0,6.6,2796
786675,13852,85.0,7.4,69
0,140519,94.0,6.0,1
0,25232,119.0,4.5,2
0,33194,99.0,7.3,7
11000000,10210,116.0,6.4,95
0,53862,94.0,4.5,4
11791,17962,118.0,7.3,49
0,9460,99.0,5.8,55
1500000,4927,99.0,5.7,29
0,122190,83.0,6.0,1
115000000,1893,136.0,6.4,4526
0,31342,88.0,5.9,17
0,44297,93.0,7.2,14
0,95627,108.0,0.0,0
0,8785,182.0,7.4,23
196000,15849,73.0,6.9,121
0,18990,86.0,6.8,58
0,29242,62.0,6.9,11
0,29243,61.0,6.9,10
0,31498,67.0,6.5,14
0,29239,60.0,8.3,6
0,15660,129.0,6.6,55
55000000,1924,143.0,6.9,1042
54000000,8536,127.0,6.5,642
39000000,9531,125.0,5.3,500
17000000,11411,90.0,4.1,327
355000,138,72.0,7.2,254
0,30793,67.0,5.8,20
0,3103,71.0,6.2,30
291000,3035,71.0,7.3,295
0,3077,99.0,7.0,42
0,3074,67.0,6.4,26
0,3076,74.0,6.5,42
0,3079,82.0,6.8,61
0,32023,80.0,6.8,16
0,13666,70.0,7.2,124
0,29794,91.0,4.2,41
0,9077,80.0,6.1,58
1200000,36685,100.0,7.4,703
0,43391,69.0,2.7,7
5000000,30168,80.0,6.0,12
0,10785,87.0,6.9,142
0,19483,81.0,6.2,52
2000000,8974,85.0,6.8,172
0,29959,79.0,5.4,20
417000,11549,80.0,7.3,277
0,18158,83.0,6.0,41
0,27625,71.0,4.0,10
0,41516,77.0,4.4,14
3000000,17918,91.0,5.4,92
0,37305,97.0,6.4,16
0,18784,93.0,7.5,31
42000000,509,124.0,7.0,1309
16000000,1090,100.0,6.8,381
0,24858,137.0,7.1,14
4000000,15059,106.0,5.2,9
0,55912,91.0,5.1,8
80000000,12117,126.0,6.3,149
0,11779,105.0,7.3,76
0,41730,90.0,5.5,9
0,84198,84.0,6.9,7
0,100568,90.0,5.0,4
0,13533,113.0,5.8,10
8000000,62676,126.0,7.0,17
33000000,817,95.0,6.1,1034
0,265966,101.0,0.0,0
0,91598,100.0,5.5,3
18000000,14283,131.0,7.2,101
150000000,37135,88.0,7.1,1715
60000000,2275,116.0,6.1,209
0,68426,82.0,6.2,3
14000000,24137,97.0,6.3,47
9000000,10376,170.0,8.1,554
1530000,104,81.0,7.2,672
0,15800,86.0,6.3,22
34200000,9032,93.0,6.2,898
0,13821,86.0,6.8,3
12500000,9421,80.0,7.7,408
0,55955,88.0,4.7,3
0,67067,95.0,5.0,2
31000000,6488,103.0,6.2,445
21000000,9473,81.0,7.1,916
170000000,8487,106.0,5.1,1042
0,10279,142.0,6.3,115
0,125263,90.0,6.0,2
28000000,2767,125.0,7.5,45
0,78568,112.0,7.3,4
11000000,2105,95.0,6.4,2358
21500000,1073,117.0,7.0,246
0,10239,112.0,7.0,12
24000000,10208,87.0,5.8,94
60000,2667,81.0,6.3,1090
0,48958,98.0,6.1,10
65000000,345,159.0,7.1,1266
27000000,9825,82.0,5.5,251
6000000,16158,106.0,7.1,34
4000000,133575,100.0,4.2,5
30000000,620,107.0,7.3,2431
37000000,2978,108.0,6.3,1131
10000000,10490,98.0,6.5,88
80000000,11618,113.0,5.2,374
75000000,332,78.0,4.3,322
450000,1812,89.0,6.7,24
60000000,8914,105.0,5.6,616
68000000,9824,121.0,5.7,255
70000000,4806,116.0,5.8,472
0,33430,111.0,7.1,12
320000,247,85.0,7.7,290
75000,10056,67.0,6.2,101
12000000,967,197.0,7.3,472
2000000,802,153.0,7.3,409
11000000,3175,184.0,7.7,521
0,147,99.0,8.0,363
0,1628,105.0,7.6,163
1884000,21185,99.0,6.0,10
0,11120,119.0,6.3,126
25000000,10136,94.0,5.6,311
0,32060,108.0,6.2,20
0,48686,105.0,5.6,11
0,48259,105.0,6.0,17
15000000,873,154.0,7.7,345
0,48660,91.0,5.9,7
0,26789,106.0,5.7,38
0,3934,84.0,6.0,25
2000000,108312,111.0,2.0,2
0,198469,0.0,6.7,3
24500000,11416,126.0,7.1,295
25000000,10776,94.0,6.7,389
30000,24452,70.0,6.2,78
0,9710,99.0,4.6,70
0,31924,102.0,5.9,22
16000000,30890,90.0,7.0,131
0,24081,111.0,5.8,12
0,20242,100.0,5.6,32
0,39074,112.0,6.2,20
0,66194,93.0,4.6,7
0,2115,107.0,5.4,10
0,23599,104.0,5.4,22
0,3526,140.0,7.1,24
0,41166,124.0,5.9,8
13000000,16406,94.0,5.7,67
