budget,id,original_title,runtime,title,vote_average,vote_count
0,14013,BASEketball,103,BASEketball,5.9,150
0,36606,Full Tilt Boogie,97,Full Tilt Boogie,7,19
0,96196,The Governess,115,The Governess,6.8,8
0,98505,Le septième ciel,91,Seventh Heaven,4.7,3
160000,1779,Roger & Me,91,Roger & Me,7.4,92
15000000,10849,The Purple Rose of Cairo,82,The Purple Rose of Cairo,7.3,206
0,678,Out of the Past,97,Out of the Past,7.6,111
11000000,907,Doctor Zhivago,197,Doctor Zhivago,7.4,252
0,5961,Fanny och Alexander,188,Fanny & Alexander,7.3,138
0,47908,The Trip to Bountiful,108,The Trip to Bountiful,7.3,12
0,42121,Tender Mercies,92,Tender Mercies,6.1,22
0,2887,And the Band Played On,140,And the Band Played On,5.8,24
18000000,11974,The 'Burbs,101,The 'Burbs,6.6,312
0,20348,Fandango,91,Fandango,6.6,39
0,26648,Il portiere di notte,118,The Night Porter,6.6,53
144,11911,Mephisto,144,Mephisto,7.1,33
6000000,793,Blue Velvet,120,Blue Velvet,7.7,758
0,35144,The Journey of Natty Gann,101,The Journey of Natty Gann,6.4,27
4000000,9325,The Jungle Book,78,The Jungle Book,7.1,1791
0,43037,Kidnapped,97,Kidnapped,6.4,6
0,10340,Lady and the Tramp,76,Lady and the Tramp,6.9,1241
40000000,10144,The Little Mermaid,83,The Little Mermaid,7.2,1921
10000000,10414,The Mighty Ducks,101,The Mighty Ducks,6.4,203
0,10437,The Muppet Christmas Carol,85,The Muppet Christmas Carol,7.2,217
15000000,15300,Newsies,121,Newsies,6.2,66
4000000,12230,One Hundred and One Dalmatians,79,One Hundred and One Dalmatians,6.8,1643
0,13380,One Magic Christmas,88,One Magic Christmas,5.7,15
4000000,10693,Peter Pan,77,Peter Pan,7,1380
20000000,11335,Popeye,114,Popeye,5.3,157
37931000,11135,The Rescuers Down Under,77,The Rescuers Down Under,6.6,303
1200000,11319,The Rescuers,78,The Rescuers,6.7,609
0,14822,Return from Witch Mountain,95,Return from Witch Mountain,5.6,38
0,15969,The Return of Jafar,69,The Return of Jafar,5.7,447
25000000,13155,Return to Oz,109,Return to Oz,6.6,122
42000000,10249,The Rocketeer,108,The Rocketeer,6.3,265
0,15943,The Shaggy D.A.,91,The Shaggy D.A.,5.4,15
6000000,10882,Sleeping Beauty,75,Sleeping Beauty,6.8,1332
19000000,24808,Something Wicked This Way Comes,95,Something Wicked This Way Comes,6.6,38
0,19762,Son of Flubber,100,Son of Flubber,6.7,16
0,13850,Song of the South,91,Song of the South,6.9,69
8000000,2619,Splash,111,Splash,6.1,328
0,65158,Squanto: A Warrior's Tale,102,Squanto: A Warrior's Tale,6.1,7
4986,53565,Steamboat Willie,8,Steamboat Willie,7.4,76
32000000,41841,Tall Tale,98,Tall Tale,6.6,15
0,27332,Tex,103,Tex,5.9,9
17000000,97,Tron,96,Tron,6.6,717
0,10419,Swing Kids,112,Swing Kids,6.7,63
17000000,11675,Halloween: H20,86,Halloween: H20,5.7,306
0,2107,L.A. Story,95,L.A. Story,6.4,88
0,6471,The Jerk,94,The Jerk,7,272
0,9442,Dead Men Don't Wear Plaid,89,Dead Men Don't Wear Plaid,6.5,104
10100000,11591,The Man with Two Brains,93,The Man with Two Brains,6.2,131
0,13697,Grand Canyon,134,Grand Canyon,6.8,51
10500000,19158,Graveyard Shift,89,Graveyard Shift,4.5,52
10000000,227,The Outsiders,91,The Outsiders,6.9,293
28000000,87,Indiana Jones and the Temple of Doom,118,Indiana Jones and the Temple of Doom,7.1,2841
4000000,123,The Lord of the Rings,132,The Lord of the Rings,6.1,187
0,9314,Nineteen Eighty-Four,113,Nineteen Eighty-Four,6.8,311
10000000,11336,The Dead Zone,103,The Dead Zone,6.9,320
10000000,9980,Maximum Overdrive,97,Maximum Overdrive,5.5,170
0,10657,Needful Things,120,Needful Things,5.9,136
5000000,10489,Cujo,91,Cujo,5.7,194
800000,10823,Children of the Corn,93,Children of the Corn,5.6,243
13800000,11497,All Dogs Go to Heaven,89,All Dogs Go to Heaven,6.3,244
30000000,2907,The Addams Family,99,The Addams Family,6.7,871
26000000,9454,EverAfter,121,Ever After: A Cinderella Story,6.8,408
73000000,8688,Snake Eyes,98,Snake Eyes,5.8,331
300000,118452,"First Love, Last Rites",94,"First Love, Last Rites",3,1
0,16155,Safe Men,88,Safe Men,6.3,17
0,48894,Die Salzmänner von Tibet,108,The Saltmen of Tibet,6.5,3
7200000,23954,Atlantic City,104,Atlantic City,6.7,58
0,12761,Höstsonaten,90,Autumn Sonata,7.8,83
7500000,396,Who's Afraid of Virginia Woolf?,131,Who's Afraid of Virginia Woolf?,7.8,199
0,14367,Adventures in Babysitting,102,Adventures in Babysitting,6.6,169
0,11814,Weird Science,94,Weird Science,6.4,375
18000000,16081,Doctor Dolittle,152,Doctor Dolittle,6,42
0,18331,The Nutty Professor,107,The Nutty Professor,6.6,90
0,15171,Charlotte's Web,94,Charlotte's Web,6.2,100
1000000,11837,Watership Down,88,Watership Down,7.3,159
7000000,11704,The Secret of NIMH,82,The Secret of NIMH,7.5,186
15000000,11639,The Dark Crystal,93,The Dark Crystal,7.3,233
9000000,4978,An American Tail,80,An American Tail,6.6,344
0,10380,An American Tail: Fievel Goes West,75,An American Tail: Fievel Goes West,6.2,180
25000000,11976,Legend,94,Legend,6.2,282
6500000,15144,Sixteen Candles,93,Sixteen Candles,6.9,455
0,11522,Pretty in Pink,96,Pretty in Pink,6.6,313
0,11557,St. Elmo's Fire,110,St. Elmo's Fire,6,133
15000000,13853,The Clan of the Cave Bear,98,The Clan of the Cave Bear,4.7,28
3000000,11415,House,93,House,5.8,144
0,37530,House II: The Second Story,88,House II: The Second Story,5,66
5000000,8393,The Gods Must Be Crazy,109,The Gods Must Be Crazy,7.1,251
0,11937,The Gods Must Be Crazy II,98,The Gods Must Be Crazy II,6.5,91
0,21661,Air Bud: Golden Receiver,90,Air Bud: Golden Receiver,4.6,41
60000000,9320,The Avengers,89,The Avengers,4.4,205
20000000,33644,How Stella Got Her Groove Back,124,How Stella Got Her Groove Back,6,24
5000000,14662,Slums of Beverly Hills,91,Slums of Beverly Hills,6.5,45
0,125124,Il testimone dello sposo,101,The Best Man,0,0
0,115872,La femme de chambre du Titanic,100,The Chambermaid on the Titanic,5.3,3
0,39930,"Henry II, Portrait of a Serial Killer",84,"Henry II, Portrait of a Serial Killer",5.8,5
111000,10692,Henry: Portrait of a Serial Killer,83,Henry: Portrait of a Serial Killer,6.8,142
3200000,805,Rosemary's Baby,136,Rosemary's Baby,7.5,892
27000000,34584,The Neverending Story,102,The NeverEnding Story,7,1031
32000000,34636,The Neverending Story II: The Next Chapter,89,The Neverending Story II: The Next Chapter,5.5,193
90000,2182,Attack of the Killer Tomatoes!,87,Attack of the Killer Tomatoes!,4.7,74
0,28070,Surf Nazis Must Die,83,Surf Nazis Must Die,3.5,21
5000000,77469,Your Friends & Neighbors,100,Your Friends & Neighbors,5.9,17
0,10278,Return to Paradise,109,Return to Paradise,6.5,40
45000000,36647,Blade,120,Blade,6.5,1950
0,17915,Dance with Me,126,Dance with Me,5.6,24
0,14557,Dead Man on Campus,96,Dead Man on Campus,5.6,49
0,9417,Wrongfully Accused,87,Wrongfully Accused,5.7,91
0,41469,Next Stop Wonderland,96,Next Stop Wonderland,6,21
0,19381,Strike!,97,All I Wanna Do,6.4,23
0,34637,The Navigator: A Medieval Odyssey,90,The Navigator: A Medieval Odyssey,6.3,20
15000000,4011,Beetlejuice,92,Beetlejuice,7.1,1475
0,161795,Déjà Vu,117,Déjà Vu,8,1
1500000,1580,Rope,80,Rope,7.8,539
2000000,5854,Family Plot,121,Family Plot,6.7,86
3500000,573,Frenzy,116,Frenzy,7.2,162
4000000,2370,Topaz,143,Topaz,6.1,78
3000000,5780,Torn Curtain,128,Torn Curtain,6.4,120
2135161,506,Marnie,130,Marnie,7.2,233
1200000,22527,The Wrong Man,105,The Wrong Man,6.9,105
2500000,574,The Man Who Knew Too Much,120,The Man Who Knew Too Much,7.3,276
1200000,11219,The Trouble with Harry,99,The Trouble with Harry,6.9,152
0,30159,I Confess,95,I Confess,7,82
1200000,845,Strangers on a Train,101,Strangers on a Train,7.6,379
0,1978,Stage Fright,110,Stage Fright,6.8,61
13000000,3682,54,106,54,5.5,138
250,51942,I Married a Strange Person!,72,I Married a Strange Person!,7.5,12
0,46702,Why Do Fools Fall In Love,116,Why Do Fools Fall In Love,6.4,12
0,54795,Keep the Aspidistra Flying,101,Keep the Aspidistra Flying,6.3,3
0,46748,Regarde la Mer,52,See the Sea,7.4,7
35000000,847,Willow,126,Willow,6.9,484
25000000,117,The Untouchables,119,The Untouchables,7.6,1424
0,14577,Dirty Work,82,Dirty Work,6.5,66
33000000,37498,Knock Off,91,Knock Off,4.7,65
0,38621,Firelight,103,Firelight,7,15
0,59138,Modulations,75,Modulations,8.5,2
0,28047,Phoenix,107,Phoenix,5.2,14
0,4175,Under Capricorn,108,Under Capricorn,6.1,27
4258000,31667,The Paradine Case,125,The Paradine Case,6.3,42
1590000,13321,Lifeboat,96,Lifeboat,7.3,112
0,21734,Shadow of a Doubt,108,Shadow of a Doubt,7.5,219
0,31997,Saboteur,108,Saboteur,6.8,91
0,24197,Mr. & Mrs. Smith,95,Mr. & Mrs. Smith,5.7,36
1103000,11462,Suspicion,99,Suspicion,7.1,140
0,31995,Jamaica Inn,108,Jamaica Inn,5.6,43
0,940,The Lady Vanishes,96,The Lady Vanishes,7.5,183
0,2762,Young and Innocent,83,Young and Innocent,6.8,42
0,12684,Sabotage,76,Sabotage,6.7,60
0,2761,Secret Agent,86,Secret Agent,6.7,36
0,8208,The Man Who Knew Too Much,75,The Man Who Knew Too Much,6.4,73
0,52907,Waltzes from Vienna,81,Waltzes from Vienna,4.8,11
0,15007,Number Seventeen,63,Number Seventeen,5.3,19
0,36049,Rich and Strange,83,Rich and Strange,5.5,16
0,52748,The Skin Game,77,The Skin Game,4.9,15
0,75793,Elstree Calling,86,Elstree Calling,3.8,2
0,47695,Juno and the Paycock,85,Juno and the Paycock,5.1,11
0,31930,Murder!,104,Murder!,6.3,19
0,20213,The Manxman,100,The Manxman,5.4,13
0,543,Blackmail,84,Blackmail,6.8,45
0,36054,Champagne,93,Champagne,5.6,13
0,143750,The Farmer's Wife,18,The Farmer's Wife,10,1
0,52782,Downhill,110,Downhill,6.3,11
0,36055,Easy Virtue,79,Easy Virtue,5.4,15
0,36056,The Ring,116,The Ring,6.1,16
12000,2760,The Lodger: A Story of the London Fog,99,The Lodger: A Story of the London Fog,7.2,49
0,64398,The Pleasure Garden,75,The Pleasure Garden,5.7,10
12000000,10220,Rounders,121,Rounders,6.9,451
250000,431,Cube,90,Cube,6.9,1101
0,31641,Digging to China,98,Digging to China,6.5,10
0,223318,Let's Talk About Sex,82,Let's Talk About Sex,0,0
0,69848,One Man's Hero,121,One Man's Hero,9.3,2
20000000,22796,Simon Birch,114,Simon Birch,6.5,52
25000000,22256,Without Limits,117,Without Limits,6.4,20
0,37550,Pasqualino Settebellezze,116,Seven Beauties,8.8,10
0,37916,Travolti da un insolito destino nell'azzurro mare d'agosto,116,Swept Away,7.4,36
0,21873,My Bodyguard,96,My Bodyguard,6.2,31
0,21500,Class,98,Class,5.8,38
0,84116,"Grandview, U.S.A.",97,"Grandview, U.S.A.",5.8,7
20000000,12626,Broadcast News,133,Broadcast News,6.8,101
0,37818,The Allnighter,108,The Allnighter,4.3,4
28000000,3525,Working Girl,114,Working Girl,6.5,242
0,129628,Stars & Bars,94,Stars & Bars,5.3,2
10000000,2321,Married to the Mob,104,Married to the Mob,5.8,67
0,2028,Say Anything...,100,Say Anything...,7.2,244
0,16384,My Blue Heaven,97,My Blue Heaven,6,72
0,91217,Men Don't Leave,115,Men Don't Leave,6.6,10
0,77314,The Cabinet of Dr. Ramirez,,The Cabinet of Dr. Ramirez,0,0
42000000,10699,Hero,117,Hero,6.3,100
0,11597,Toys,118,Toys,5,173
0,218624,Choices,90,Choices,0,0
0,47947,Young Doctors in Love,96,Young Doctors in Love,5.2,13
800000,48311,Parasite,85,Parasite,5.1,8
0,44772,No Small Affair,102,No Small Affair,5.4,13
0,14347,Blame It on Rio,100,Blame It on Rio,5.9,49
0,41090,Wisdom,109,Wisdom,5.9,15
0,18282,One Crazy Summer,89,One Crazy Summer,6.4,54
0,18169,About Last Night...,113,About Last Night...,5.6,51
0,11082,The Seventh Sign,97,The Seventh Sign,5.9,79
20000000,5971,We're No Angels,106,We're No Angels,5.6,106
40000000,11933,Nothing but Trouble,94,Nothing but Trouble,5,88
0,20096,The Butcher's Wife,107,The Butcher's Wife,5.6,35
8000000,30815,Mortal Thoughts,104,Mortal Thoughts,5.3,43
40000000,881,A Few Good Men,138,A Few Good Men,7.1,899
38000000,4478,Indecent Proposal,117,Indecent Proposal,5.8,300
0,22318,Permanent Midnight,88,Permanent Midnight,6,32
0,53113,One True Thing,127,One True Thing,6.2,27
33000000,2109,Rush Hour,98,Rush Hour,6.8,1254
0,122289,Lilian's Story,94,Lilian's Story,6,2
2000000,24746,Six-String Samurai,91,Six-String Samurai,5.8,36
0,72987,A Soldier's Daughter Never Cries,127,A Soldier's Daughter Never Cries,7,5
0,193103,Somewhere in the City,94,Somewhere in the City,0,0
55000000,8195,Ronin,122,Ronin,6.8,670
14000000,9877,Urban Legend,99,Urban Legend,5.6,293
0,26618,Clay Pigeons,104,Clay Pigeons,6.3,39
0,21132,Monument Ave.,93,Monument Ave.,6.3,8
0,11855,Pecker,87,Pecker,6,52
25000000,24016,The Sheltering Sky,138,The Sheltering Sky,6.4,51
0,14785,Bandit Queen,119,Bandit Queen,7.1,11
0,14794,If....,111,If....,7.2,80
0,3486,The Fiendish Plot of Dr. Fu Manchu,108,The Fiendish Plot of Dr. Fu Manchu,4.4,12
23000000,11071,Them!,94,Them!,6.8,111
15000000,1091,The Thing,109,The Thing,7.8,1629
8000000,10403,The Player,124,The Player,6.9,169
10000000,11337,Stardust Memories,89,Stardust Memories,6.9,96
20000000,162,Edward Scissorhands,105,Edward Scissorhands,7.5,3731
12000000,25723,Overnight Delivery,87,Overnight Delivery,5.8,24
0,73351,Shadrach,89,Shadrach,6.6,4
60000000,8916,Antz,83,Antz,6,1320
0,28134,The Impostors,101,The Impostors,6,18
17000000,9429,A Night at the Roxbury,81,A Night at the Roxbury,5.9,202
85000000,12159,What Dreams May Come,113,What Dreams May Come,6.8,596
1100000,27791,Strangeland,86,Strangeland,4.7,36
0,43106,The Battle of the Sexes,84,The Battle of the Sexes,7.2,7
947000,30197,The Producers,88,The Producers,7.3,177
11000000,10156,History of the World: Part I,92,History of the World: Part I,6.5,205
11000000,10377,My Cousin Vinny,120,My Cousin Vinny,7.3,393
2200000,3121,Nashville,159,Nashville,7.2,79
0,4975,Love Is the Devil: Study for a Portrait of Francis Bacon,90,Love Is the Devil: Study for a Portrait of Francis Bacon,6.7,19
1,37532,Slam,100,Slam,6.7,7
60000000,9713,Holy Man,114,Holy Man,4.9,113
0,134368,One Tough Cop,90,One Tough Cop,3,3
0,85837,Detroit 9000,106,Detroit 9000,6,10
0,1039,Die Siebtelbauern,95,The Inheritors,6.6,7
0,9821,The Mighty,100,The Mighty,7.1,51
28000000,4437,2010,116,2010,6.6,290
0,1890,Children of a Lesser God,119,Children of a Lesser God,6.9,72
5000000,1955,The Elephant Man,124,The Elephant Man,7.9,740
0,39437,Beloved,172,Beloved,5.9,26
25000000,11932,Bride of Chucky,89,Bride of Chucky,5.5,366
75000000,6435,Practical Magic,104,Practical Magic,6.3,348
0,108316,The Alarmist,92,The Alarmist,3.3,3
3000000,10683,Happiness,139,Happiness,7.4,197
0,63709,Reach The Rock,100,Reach The Rock,7.5,3
14000000,9445,Apt Pupil,107,Apt Pupil,6.2,168
0,2657,Pleasantville,124,Pleasantville,7.1,498
75000000,9425,Soldier,99,Soldier,6.1,226
0,32326,The Cruise,76,The Cruise,7.8,8
20000000,637,La vita è bella,116,Life Is Beautiful,8.3,3643
1000000,8675,Orgazmo,94,Orgazmo,6.2,116
0,125762,Shattered Image,103,Shattered Image,0,0
3500000,20701,Tales from the Darkside: The Movie,93,Tales from the Darkside: The Movie,5.8,92
20000000,9945,Vampires,108,Vampires,5.8,262
20000000,73,American History X,119,American History X,8.2,3120
0,18603,Hands on a Hard Body: The Documentary,98,Hands on a Hard Body: The Documentary,8.7,6
12000000,46889,Living Out Loud,100,Living Out Loud,5.4,12
0,12888,Belly,96,Belly,6.1,42
10000000,3033,Gods and Monsters,105,Gods and Monsters,6.8,82
70000000,9882,The Siege,116,The Siege,6.1,361
23000000,10663,The Waterboy,90,The Waterboy,5.9,521
30000000,4518,Elizabeth,124,Elizabeth,7.2,346
0,1808,Velvet Goldmine,119,Velvet Goldmine,6.9,119
65000000,3600,I Still Know What You Did Last Summer,100,I Still Know What You Did Last Summer,5.1,381
30000000,17037,I'll Be Home for Christmas,86,I'll Be Home for Christmas,5.2,65
90000000,297,Meet Joe Black,178,Meet Joe Black,6.9,1174
0,5332,Dancing at Lughnasa,96,Dancing at Lughnasa,6,10
0,21589,Hard Core Logo,92,Hard Core Logo,6.4,8
0,8336,The Naked Man,98,The Naked Man,6,3
9000000,11893,Runaway Train,111,Runaway Train,7,129
0,123056,Desert Bloom,105,Desert Bloom,4.9,8
0,12223,The Stepford Wives,117,The Stepford Wives,6.7,79
0,32081,The Pope of Greenwich Village,121,The Pope of Greenwich Village,6.4,40
4000000,14924,Sid & Nancy,111,Sid & Nancy,7,106
0,10002,Mona Lisa,104,Mona Lisa,6.7,62
0,41817,Heart Condition,100,Heart Condition,5.1,25
0,19426,Le notti di Cabiria,110,Nights of Cabiria,7.9,122
0,12560,The Big Chill,105,The Big Chill,6.8,124
90000000,9798,Enemy of the State,132,Enemy of the State,6.7,1266
30000000,14444,The Rugrats Movie,79,The Rugrats Movie,5.8,149
120000000,9487,A Bug's Life,95,A Bug's Life,6.8,2379
0,9466,Celebrity,113,Celebrity,6,113
2900000,666,Central do Brasil,113,Central Station,7.6,132
10000000,2042,Savior,99,Savior,7.1,29
0,10162,Waking Ned,91,Waking Ned,7.4,58
1300000,309,Festen,105,The Celebration,7.7,213
12000,692,Pink Flamingos,93,Pink Flamingos,6.2,111
0,24018,Glen or Glenda,71,Glen or Glenda,4.6,32
1000000,1678,ゴジラ,96,Godzilla,6.9,194
2000000,39256,Godzilla 1985,87,Godzilla 1985,6.7,34
0,1680,Kingu Kongu tai Gojira,98,King Kong vs. Godzilla,6,48
672000,244,King Kong,100,King Kong,7.7,346
23000000,10730,King Kong,134,King Kong,5.9,179
10000000,31947,King Kong Lives,105,King Kong Lives,4.6,29
5000000,8130,Desperately Seeking Susan,104,Desperately Seeking Susan,6,99
0,11532,The Emerald Forest,114,The Emerald Forest,7,64
8000000,9749,Fletch,98,Fletch,6.8,210
8045760,14628,Fletch Lives,95,Fletch Lives,5.8,98
17900000,9626,Red Sonja,89,Red Sonja,5,211
0,13698,Gung Ho,111,Gung Ho,6.2,47
10000000,10466,The Money Pit,91,The Money Pit,6.2,288
30000000,707,A View to a Kill,131,A View to a Kill,6,515
25000000,11954,Lifeforce,116,Lifeforce,6.2,136
4500000,9336,Police Academy,96,Police Academy,6.5,614
0,10157,Police Academy 2: Their First Assignment,87,Police Academy 2: Their First Assignment,5.6,349
0,12118,Police Academy 3: Back in Training,83,Police Academy 3: Back in Training,5.5,259
0,10587,Police Academy 4: Citizens on Patrol,88,Police Academy 4: Citizens on Patrol,4.9,261
0,11825,Police Academy 5: Assignment Miami Beach,90,Police Academy 5: Assignment Miami Beach,4.7,195
0,11895,Police Academy 6: City Under Siege,84,Police Academy 6: City Under Siege,4.7,183
90000000,9447,Babe: Pig in the City,92,Babe: Pig in the City,5.3,312
15000000,12257,Home Fries,93,Home Fries,4.8,32
3500000,37536,Ringmaster,90,Ringmaster,3.8,13
30000000,10029,Very Bad Things,100,Very Bad Things,6.2,182
0,27104,Hamam,94,Steam: The Turkish Bath,6.4,24
60000000,11252,Psycho,105,Psycho,4.8,233
0,8545,Little Voice,97,Little Voice,6.6,62
0,10223,A Simple Plan,121,A Simple Plan,6.9,191
27000000,9745,Jack Frost,101,Jack Frost,5.5,254
70000000,200,Star Trek: Insurrection,103,Star Trek: Insurrection,6.3,402
70000000,9837,The Prince of Egypt,99,The Prince of Egypt,6.9,847
9000000,11545,Rushmore,93,Rushmore,7.5,688
25000000,1934,Shakespeare in Love,122,Shakespeare in Love,6.8,831
0,110643,Mass Appeal,99,Mass Appeal,7.5,3
0,11881,Miracle on 34th Street,96,Miracle on 34th Street,7.4,139
50000000,13764,Santa Claus: The Movie,108,Santa Claus: The Movie,6.1,58
0,24951,Prancer,99,Prancer,5.7,17
0,8879,Pale Rider,115,Pale Rider,7,255
44000000,1369,Rambo: First Blood Part II,96,Rambo: First Blood Part II,6.3,884
15000000,1368,First Blood,93,First Blood,7.2,1523
63000000,1370,Rambo III,102,Rambo III,5.7,703
25000000,10303,The Jewel of the Nile,106,The Jewel of the Nile,6,289
10000000,9326,Romancing the Stone,106,Romancing the Stone,6.6,477
0,10328,Cocoon,117,Cocoon,6.5,329
17500000,11285,Cocoon: The Return,116,Cocoon: The Return,5.4,103
7000000,1367,Rocky II,119,Rocky II,6.9,948
17000000,1371,Rocky III,99,Rocky III,6.6,894
31000000,1374,Rocky IV,91,Rocky IV,6.6,984
42000000,1375,Rocky V,104,Rocky V,5.3,688
15000000,15196,Clue,94,Clue,7.1,377
18000000,11904,Young Sherlock Holmes,109,Young Sherlock Holmes,6.7,172
0,215875,Violets Are Blue,88,Violets Are Blue,2.5,2
0,15596,Back to School,96,Back to School,6.4,113
0,13818,Heartburn,108,Heartburn,5.9,48
0,29968,Nothing in Common,118,Nothing in Common,6.1,30
0,44326,Extremities,89,Extremities,6,13
8000000,1885,The Karate Kid,126,The Karate Kid,6.9,913
113,8856,"The Karate Kid, Part II",113,"The Karate Kid, Part II",5.9,457
0,10495,"The Karate Kid, Part III",112,"The Karate Kid, Part III",5.5,311
27000000,5825,National Lampoon's Christmas Vacation,97,National Lampoon's Christmas Vacation,7.1,668
65000000,9489,You've Got Mail,119,You've Got Mail,6.3,859
0,16885,The General,124,The General,6.5,24
0,76857,The Theory of Flight,101,The Theory of Flight,6,7
52000000,8741,The Thin Red Line,170,The Thin Red Line,7.2,793
15000000,9276,The Faculty,104,The Faculty,6.2,500
90000000,9822,Mighty Joe Young,114,Mighty Joe Young,5.9,208
94,39314,Mighty Joe Young,94,Mighty Joe Young,6.7,25
50000000,10312,Patch Adams,115,Patch Adams,7,863
0,9441,Stepmom,124,Stepmom,6.9,286
70000000,9422,A Civil Action,115,A Civil Action,6.1,113
0,125582,Down in the Delta,112,Down in the Delta,6.4,5
0,24525,Hurlyburly,122,Hurlyburly,5.6,22
12000000,10368,Tea with Mussolini,117,Tea with Mussolini,5.8,32
0,11365,Wilde,118,Wilde,6.7,62
0,140897,Outside Ozona,100,Outside Ozona,6,2
6000000,31662,Affliction,114,Affliction,5.8,56
0,36136,Another Day in Paradise,101,Another Day in Paradise,6.4,38
0,1363,The Hi-Lo Country,114,The Hi-Lo Country,4.7,9
0,46992,Hilary and Jackie,121,Hilary and Jackie,6.5,23
20000000,825,Playing by Heart,121,Playing by Heart,6.6,49
0,22913,24 7: Twenty Four Seven,96,24 7: Twenty Four Seven,6.3,10
0,15556,At First Sight,128,At First Sight,5.9,49
0,28902,In Dreams,100,In Dreams,5.4,45
0,14709,Varsity Blues,106,Varsity Blues,6,126
75000000,9423,Virus,99,Virus,5,151
0,14443,The Garbage Pail Kids Movie,100,The Garbage Pail Kids Movie,3,20
37000000,10658,Howard the Duck,110,Howard the Duck,5.1,227
2500000,6917,The Gate,85,The Gate,5.9,107
0,40729,The Gate II: Trespassers,93,The Gate II: Trespassers,5.3,16
0,24086,The Boy Who Could Fly,114,The Boy Who Could Fly,6,36
700000,11815,The Fly,94,The Fly,6.9,129
15000000,9426,The Fly,96,The Fly,7.1,1038
0,10344,The Fly II,105,The Fly II,5.2,159
0,15698,Running Scared,107,Running Scared,6.4,58
12000000,2620,Armed and Dangerous,88,Armed and Dangerous,5.3,46
85000,30497,The Texas Chain Saw Massacre,83,The Texas Chain Saw Massacre,7.1,617
4700000,16337,The Texas Chainsaw Massacre 2,101,The Texas Chainsaw Massacre 2,5.8,142
0,25018,Leatherface: Texas Chainsaw Massacre III,81,Leatherface: Texas Chainsaw Massacre III,5.1,75
600000,16780,Texas Chainsaw Massacre: The Next Generation,95,Texas Chainsaw Massacre: The Next Generation,3.9,96
0,12151,Ruthless People,93,Ruthless People,6.7,104
0,25438,Trick or Treat,98,Trick or Treat,5.6,40
0,33278,Deadly Friend,91,Deadly Friend,5.9,57
0,274253,Belizaire the Cajun,103,Belizaire the Cajun,5,1
20000000,192,The Name of the Rose,130,The Name of the Rose,7.2,739
0,10945,Jumpin' Jack Flash,100,Jumpin' Jack Flash,5.9,86
18000000,10013,Peggy Sue Got Married,103,Peggy Sue Got Married,5.9,138
5000000,9671,Crocodile Dundee,97,Crocodile Dundee,6.3,512
0,9396,Crocodile Dundee II,110,Crocodile Dundee II,5.5,310
0,11038,Tough Guys,104,Tough Guys,5.7,41
0,12278,Soul Man,104,Soul Man,5.4,42
13800000,11873,The Color of Money,119,The Color of Money,6.7,297
0,18588,52 Pick-Up,110,52 Pick-Up,5.8,23
15000000,10015,Heartbreak Ridge,130,Heartbreak Ridge,6.5,270
0,12715,Firewalker,104,Firewalker,5,48
25000000,8388,¡Three Amigos!,102,¡Three Amigos!,6.3,287
30000000,45712,Gloria,108,Gloria,5.5,13
0,6187,Nettoyage à sec,97,Dry Cleaning,4.7,5
0,8129,My Name Is Joe,105,My Name Is Joe,7.1,29
0,1618,Still Crazy,92,Still Crazy,7.1,35
0,10722,El día de la bestia,103,The Day of the Beast,6.9,106
0,296543,Tinseltown,0,Tinseltown,5,1
10000000,10314,She's All That,95,She's All That,5.7,425
0,125548,The 24 Hour Woman,93,The 24 Hour Woman,2,1
7300,47139,"Blood, Guts, Bullets and Octane",87,"Blood, Guts, Bullets and Octane",6,3
150000,11167,Peeping Tom,101,Peeping Tom,7.6,148
0,170187,Spanish Fly,0,Spanish Fly,0,0
90000000,2112,Payback,100,Payback,6.7,557
6000000,16172,Simply Irresistible,95,Simply Irresistible,5.5,52
0,111794,20 Dates,87,20 Dates,3.7,3
0,9524,Comedian Harmonists,126,Comedian Harmonists,6.7,13
0,20595,The Last Days,87,The Last Days,7.7,10
0,16306,La planète sauvage,72,Fantastic Planet,7.6,140
35000000,11622,Blast from the Past,112,Blast from the Past,6.3,247
80000000,10207,Message in a Bottle,131,Message in a Bottle,5.9,198
65000000,9849,My Favorite Martian,94,My Favorite Martian,5.1,81
0,82865,"God Said, 'Ha!'",85,"God Said, 'Ha!'",8,1
3000000,18892,Jawbreaker,87,Jawbreaker,5.9,93
0,13466,October Sky,108,October Sky,7.4,259
10000000,1542,Office Space,89,Office Space,7.4,1068
0,43978,سیب,86,The Apple,7.3,14
6000000,15256,200 Cigarettes,101,200 Cigarettes,6.1,44
40000000,8224,8MM,123,8MM,6.1,479
35000000,18417,The Other Sister,130,The Other Sister,6,35
12000000,12479,Breakfast of Champions,110,Breakfast of Champions,5.2,28
0,15031,The Breaks,86,The Breaks,5.2,3
0,15209,Eight Days a Week,92,Eight Days a Week,6,11
12000000,26425,Just the Ticket,115,Just the Ticket,5.8,8
0,1847,The Long Goodbye,113,The Long Goodbye,7.3,112
0,42113,楢山節考,130,The Ballad of Narayama,7.1,32
11500000,8913,Pet Sematary,103,Pet Sematary,6.4,417
8000000,10906,Pet Sematary II,100,Pet Sematary II,5,107
